id,title,author,rating,reviews_count,genre,asin,ISBN10,image_url,url,,,,,,,,,,,,,,,,,,,,,,,
416,Conversations with Friends: A Novel,Sally Rooney,4.2 out of 5 stars,10119,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",0451499069,0451499069,"https://images-na.ssl-images-amazon.com/images/I/41YTYnAe5qL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0451499069,,,,,,,,,,,,,,,,,,,,,,,
417,1984,George Orwell,4.7 out of 5 stars,55581,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",0451524934,9.78045E+12,"https://images-na.ssl-images-amazon.com/images/I/41DoIQLHzlL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0451524934,,,,,,,,,,,,,,,,,,,,,,,
418,Animal Farm: 75th Anniversary Edition,George Orwell,4.7 out of 5 stars,26096,"[""Books"",""Politics & Social Sciences"",""Politics & Government""]",0451526341,9.78045E+12,"https://images-na.ssl-images-amazon.com/images/I/41NzDuSdIfL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://www.amazon.com/dp/0451526341,,,,,,,,,,,,,,,,,,,,,,,
419,1984,George Orwell,4.7 out of 5 stars,55581,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",0452262933,0452262933,"https://images-na.ssl-images-amazon.com/images/I/5193RUDnQbL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0452262933,,,,,,,,,,,,,,,,,,,,,,,
420,"A New Earth: Awakening to Your Life's Purpose (Oprah's Book Club, Selection 61)",Eckhart Tolle,4.7 out of 5 stars,10047,"[""Books"",""Health, Fitness & Dieting"",""Alternative Medicine""]",0452289963,9.78045E+12,"https://images-na.ssl-images-amazon.com/images/I/41h3oTpeC8L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0452289963,,,,,,,,,,,,,,,,,,,,,,,
421,Alice's Adventures in Wonderland (Dover Thrift Editions),Lewis Carroll,4.5 out of 5 stars,11978,"[""Books"",""Comics & Graphic Novels"",""Graphic Novels""]",0486275434,0486275434,"https://images-na.ssl-images-amazon.com/images/I/515OCaOxITL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0486275434,,,,,,,,,,,,,,,,,,,,,,,
422,Twelve Years a Slave (African American),Solomon Northup,4.6 out of 5 stars,15993,"[""Books"",""History"",""Americas""]",0486411435,0486411435,"https://images-na.ssl-images-amazon.com/images/I/51U1O9h7ZJL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://www.amazon.com/dp/0486411435,,,,,,,,,,,,,,,,,,,,,,,
423,A Christmas Carol (Dover Thrift Editions),Charles Dickens,4.7 out of 5 stars,12865,"[""Books"",""Christian Books & Bibles"",""Literature & Fiction""]",0486268659,0486268659,"https://images-na.ssl-images-amazon.com/images/I/51BRa8cjReL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://www.amazon.com/dp/0486268659,,,,,,,,,,,,,,,,,,,,,,,
424,I Need a New Butt!,Dawn McMillan,4.7 out of 5 stars,16689,"[""Books"",""Children's Books"",""Literature & Fiction""]",0486787990,0486787990,"https://images-na.ssl-images-amazon.com/images/I/41qxa7joQsL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0486787990,,,,,,,,,,,,,,,,,,,,,,,
425,Chanel: Collections and Creations,by Daniele Bott (Author),4.9 out of 5 stars,13072,"[""Books"",""Arts & Photography"",""Graphic Design""]",0500513600,9.7805E+12,"https://images-na.ssl-images-amazon.com/images/I/311C7Xb-2FL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0500513600,,,,,,,,,,,,,,,,,,,,,,,
426,Echo Burning (Jack Reacher),Lee Child,4.5 out of 5 stars,10626,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]",0515143820,0515143820,"https://images-na.ssl-images-amazon.com/images/I/51Rwh1ibjdL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://www.amazon.com/dp/0515143820,,,,,,,,,,,,,,,,,,,,,,,
427,Without Fail (Jack Reacher),Lee Child,4.6 out of 5 stars,10542,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]",0515144312,9.78052E+12,"https://images-na.ssl-images-amazon.com/images/I/51sMChdif3L._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://www.amazon.com/dp/0515144312,,,,,,,,,,,,,,,,,,,,,,,
428,Killing Floor (Jack Reacher),Lee Child,4.5 out of 5 stars,19768,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]",0515153656,0515153656,"https://images-na.ssl-images-amazon.com/images/I/51qhYK5W4fL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0515153656,,,,,,,,,,,,,,,,,,,,,,,
429,The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig UrbanDallas Hartwig,4.6 out of 5 stars,14012,"[""Books"",""Cookbooks, Food & Wine"",""Special Diet""]",0544609719,0544609719,"https://images-na.ssl-images-amazon.com/images/I/51vRMSaTJ4L._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0544609719,,,,,,,,,,,,,,,,,,,,,,,
430,The Whole-Brain Child: 12 Revolutionary Strategies to Nurture Your Child's Developing Mind,Daniel J. SiegelTina Payne Bryson,4.8 out of 5 stars,11457,"[""Books"",""Health, Fitness & Dieting"",""Psychology & Counseling""]",0553386697,9.78055E+12,"https://images-na.ssl-images-amazon.com/images/I/41+maVpBeUL._SY344_BO1,204,203,200_.jpg",https://www.amazon.com/dp/0553386697,,,,,,,,,,,,,,,,,,,,,,,
431,Written in My Own Heart's Blood: A Novel (Outlander),Diana Gabaldon,4.8 out of 5 stars,23889,"[""Books"",""Science Fiction & Fantasy"",""Fantasy""]",0553386883,9.78055E+12,"https://images-na.ssl-images-amazon.com/images/I/51i1xrjBzzL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0553386883,,,,,,,,,,,,,,,,,,,,,,,
432,Be Here Now,Ram Dass,4.7 out of 5 stars,10114,"[""Books"",""Health, Fitness & Dieting"",""Alternative Medicine""]",0517543052,9.78052E+12,"https://images-na.ssl-images-amazon.com/images/I/61ZGMBIiIiL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0517543052,,,,,,,,,,,,,,,,,,,,,,,
433,The Martian,Andy Weir,4.7 out of 5 stars,46388,"[""Books"",""Literature & Fiction"",""Action & Adventure""]",0553418025,0553418025,"https://images-na.ssl-images-amazon.com/images/I/4164GkhDBXL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0553418025,,,,,,,,,,,,,,,,,,,,,,,
434,How to Draw Cool Stuff: A Drawing Guide for Teachers and Students,Catherine V Holmes,4.7 out of 5 stars,13860,"[""Books"",""Arts & Photography"",""Graphic Design""]",0615991424,0615991424,"https://images-na.ssl-images-amazon.com/images/I/518psLZ8SuL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0615991424,,,,,,,,,,,,,,,,,,,,,,,
435,Man's Search For Meaning,Viktor E. Frankl,4.7 out of 5 stars,38021,"[""Books"",""Science & Math"",""Biological Sciences""]",0671023373,0671023373,"https://images-na.ssl-images-amazon.com/images/I/41LpQ6jxLSL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0671023373,,,,,,,,,,,,,,,,,,,,,,,
436,The Perks of Being a Wallflower,Stephen Chbosky,4.7 out of 5 stars,19215,"[""Books"",""Politics & Social Sciences"",""Politics & Government""]",0671027344,0671027344,"https://images-na.ssl-images-amazon.com/images/I/31F1yMrYv7L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0671027344,,,,,,,,,,,,,,,,,,,,,,,
437,How to Stop Worrying and Start Living,Dale Carnegie,4.6 out of 5 stars,13220,"[""Books"",""Self-Help"",""Relationships""]",0671035975,0671035975,"https://images-na.ssl-images-amazon.com/images/I/515v6W+kbaL._SY344_BO1,204,203,200_.jpg",https://www.amazon.com/dp/0671035975,,,,,,,,,,,,,,,,,,,,,,,
438,Hamnet,Maggie O'Farrell,4.5 out of 5 stars,25957,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",0525657606,0525657606,"https://images-na.ssl-images-amazon.com/images/I/41ZUIlGalWL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0525657606,,,,,,,,,,,,,,,,,,,,,,,
439,Klara and the Sun: A novel,Kazuo Ishiguro,4.3 out of 5 stars,22233,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",059331817X,059331817X,"https://images-na.ssl-images-amazon.com/images/I/41CX9GOrnUL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/059331817X,,,,,,,,,,,,,,,,,,,,,,,
440,Moo Baa La La La,Sandra Boynton,4.8 out of 5 stars,14339,"[""Books"",""Children's Books"",""Early Learning""]",067144901X,067144901X,"https://images-na.ssl-images-amazon.com/images/I/51wGkOkQP9L._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/067144901X,,,,,,,,,,,,,,,,,,,,,,,
441,The Going-To-Bed Book,Sandra Boynton,4.8 out of 5 stars,12326,"[""Books"",""Children's Books"",""Early Learning""]",0671449028,0671449028,"https://images-na.ssl-images-amazon.com/images/I/512kHsHZHNL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0671449028,,,,,,,,,,,,,,,,,,,,,,,
442,Little Blue Truck's Springtime,Alice Schertle,4.8 out of 5 stars,10795,"[""Books"",""Children's Books"",""Geography & Cultures""]",0544938097,0544938097,"https://images-na.ssl-images-amazon.com/images/I/51VQB3uWu+L._SX258_BO1,204,203,200_.jpg",https://www.amazon.com/dp/0544938097,,,,,,,,,,,,,,,,,,,,,,,
443,Atlas Shrugged (Centennial Ed.),Ayn Rand,4.5 out of 5 stars,12336,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",0525948929,0525948929,"https://images-na.ssl-images-amazon.com/images/I/41UrSCOqhxL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0525948929,,,,,,,,,,,,,,,,,,,,,,,
444,Harry Potter Hardcover Boxed Set: Books 1-7,J. K. Rowling,4.9 out of 5 stars,58716,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]",0545044251,0545044251,"https://images-na.ssl-images-amazon.com/images/I/51qOOVlgR+L._SX258_BO1,204,203,200_.jpg",https://www.amazon.com/dp/0545044251,,,,,,,,,,,,,,,,,,,,,,,
445,The Paper Palace: A Novel,Miranda Cowley Heller,4.2 out of 5 stars,14974,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",0593329821,0593329821,"https://images-na.ssl-images-amazon.com/images/I/51SvW9k0+RL._SY344_BO1,204,203,200_.jpg",https://www.amazon.com/dp/0593329821,,,,,,,,,,,,,,,,,,,,,,,
446,Burn After Writing (Pink),Sharon Jones,4.6 out of 5 stars,19131,"[""Books"",""Reference"",""Writing, Research & Publishing Guides""]",0593329910,0593329910,"https://images-na.ssl-images-amazon.com/images/I/41qFkBqMjlL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0593329910,,,,,,,,,,,,,,,,,,,,,,,
447,Teach Your Child to Read in 100 Easy Lessons,Siegfried EngelmannPhyllis HaddoxElaine Bruner,4.6 out of 5 stars,12786,"[""Books"",""Education & Teaching"",""Schools & Teaching""]",0671631985,0671631985,"https://images-na.ssl-images-amazon.com/images/I/510Eefr6cOL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0671631985,,,,,,,,,,,,,,,,,,,,,,,
448,"Many Lives, Many Masters: The True Story of a Prominent Psychiatrist, His Young Patient, and the Past-Life Therapy That Changed Both Their Lives",Brian L. Weiss,4.7 out of 5 stars,10697,"[""Books"",""Health, Fitness & Dieting"",""Psychology & Counseling""]",0671657860,9.78067E+12,"https://images-na.ssl-images-amazon.com/images/I/51P1xWk6BaL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0671657860,,,,,,,,,,,,,,,,,,,,,,,
449,The Silmarillion,J.R.R. Tolkien,4.7 out of 5 stars,10261,"[""Books"",""Literature & Fiction"",""United States""]",0618391118,0618391118,"https://images-na.ssl-images-amazon.com/images/I/5116gnAKleL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0618391118,,,,,,,,,,,,,,,,,,,,,,,
450,Harry Potter and the Deathly Hallows (Book 7),J. K. Rowling,4.9 out of 5 stars,30040,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]",0545139708,0545139708,"https://images-na.ssl-images-amazon.com/images/I/51jyI6lYi1L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0545139708,,,,,,,,,,,,,,,,,,,,,,,
451,Puppy Birthday to You! (Paw Patrol) (Little Golden Book),"by Golden Books (Author), Fabrizio Petrossi (Illustrator)",4.8 out of 5 stars,11155,"[""Books"",""Children's Books"",""Animals""]",0553522779,0553522779,"https://images-na.ssl-images-amazon.com/images/I/61QgejtFdcL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0553522779,,,,,,,,,,,,,,,,,,,,,,,
452,Harry Potter Paperback Box Set (Books 1-7),J. K. Rowling,4.9 out of 5 stars,58716,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]",0545162076,0545162076,"https://images-na.ssl-images-amazon.com/images/I/41XlFN304wL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0545162076,,,,,,,,,,,,,,,,,,,,,,,
453,Rand McNally 2021 Large Scale Road Atlas (Rand McNally Road Atlas),by Rand McNally (Author),4.8 out of 5 stars,18332,"[""Books"",""Reference"",""Atlases & Maps""]",052802244X,052802244X,"https://images-na.ssl-images-amazon.com/images/I/51Fonlhe8wL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/052802244X,,,,,,,,,,,,,,,,,,,,,,,
454,The Martian: A Novel,Andy Weir,4.7 out of 5 stars,46388,"[""Books"",""Teen & Young Adult"",""Science Fiction & Fantasy""]",0593357132,0593357132,"https://images-na.ssl-images-amazon.com/images/I/31cDCzmCg2L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0593357132,,,,,,,,,,,,,,,,,,,,,,,
455,Grumpy Monkey,Suzanne Lang,4.8 out of 5 stars,19016,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]",0553537865,0553537865,"https://images-na.ssl-images-amazon.com/images/I/51KfSQWv8-L._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0553537865,,,,,,,,,,,,,,,,,,,,,,,
456,Killers of the Flower Moon: Adapted for Young Readers: The Osage Murders and the Birth of the FBI,David Grann,4.6 out of 5 stars,17891,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]",0593377354,0593377354,"https://images-na.ssl-images-amazon.com/images/I/51qINHta1WL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0593377354,,,,,,,,,,,,,,,,,,,,,,,
457,The Warmth of Other Suns: The Epic Story of America's Great Migration,Isabel Wilkerson,4.8 out of 5 stars,14899,"[""Books"",""Politics & Social Sciences"",""Social Sciences""]",0679763880,0679763880,"https://images-na.ssl-images-amazon.com/images/I/61IBluU1ZiL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0679763880,,,,,,,,,,,,,,,,,,,,,,,
458,First Little Readers Parent Pack: Guided Reading Level A: 25 Irresistible Books That Are Just the Right Level for Beginning Readers,Deborah Schecter,4.7 out of 5 stars,23367,"[""Books"",""Children's Books"",""Literature & Fiction""]",0545231493,9.78055E+12,"https://images-na.ssl-images-amazon.com/images/I/511ZKNEEyuL._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://www.amazon.com/dp/0545231493,,,,,,,,,,,,,,,,,,,,,,,
459,Dune: Deluxe Edition,Frank Herbert,4.7 out of 5 stars,43289,"[""Books"",""Science Fiction & Fantasy"",""Fantasy""]",059309932X,059309932X,"https://images-na.ssl-images-amazon.com/images/I/41ti7jItpeL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/059309932X,,,,,,,,,,,,,,,,,,,,,,,
460,The Wonky Donkey,Craig Smith,4.8 out of 5 stars,64835,"[""Books"",""Children's Books"",""Animals""]",0545261244,0545261244,"https://images-na.ssl-images-amazon.com/images/I/51cHCkvvKiL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0545261244,,,,,,,,,,,,,,,,,,,,,,,
461,The Hunger Games Trilogy Boxed Set (1),Suzanne Collins,4.8 out of 5 stars,24376,"[""Books"",""Teen & Young Adult"",""Literature & Fiction""]",0545265355,9.78055E+12,"https://images-na.ssl-images-amazon.com/images/I/51ZjccGVy7L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0545265355,,,,,,,,,,,,,,,,,,,,,,,
462,Where the Crawdads Sing,Delia Owens,4.8 out of 5 stars,196572,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",0593105419,0593105419,"https://images-na.ssl-images-amazon.com/images/I/516gRgupVeL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0593105419,,,,,,,,,,,,,,,,,,,,,,,
463,Project Hail Mary: A Novel (Random House Large Print),Andy Weir,4.7 out of 5 stars,45206,"[""Books"",""Literature & Fiction"",""Action & Adventure""]",0593395565,0593395565,"https://images-na.ssl-images-amazon.com/images/I/51zHF8ESlHL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0593395565,,,,,,,,,,,,,,,,,,,,,,,
464,The Whole-Brain Child: 12 Revolutionary Strategies to Nurture Your Child's Developing Mind,Daniel J. SiegelTina Payne Bryson,4.8 out of 5 stars,11457,"[""Books"",""Health, Fitness & Dieting"",""Psychology & Counseling""]",0553807919,0553807919,"https://images-na.ssl-images-amazon.com/images/I/415il73WpJL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0553807919,,,,,,,,,,,,,,,,,,,,,,,
465,Klara and the Sun: A Novel (Random House Large Print),Kazuo Ishiguro,4.3 out of 5 stars,22233,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",0593396561,0593396561,"https://images-na.ssl-images-amazon.com/images/I/41uWX+whC-L._SY344_BO1,204,203,200_.jpg",https://www.amazon.com/dp/0593396561,,,,,,,,,,,,,,,,,,,,,,,
466,How to Be an Antiracist (Random House Large Print),Ibram X. Kendi,4.7 out of 5 stars,23778,"[""Books"",""History"",""Americas""]",0593396804,0593396804,"https://images-na.ssl-images-amazon.com/images/I/51YernfYSpL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0593396804,,,,,,,,,,,,,,,,,,,,,,,
467,The Book of Longings: A Novel,Sue Monk Kidd,4.5 out of 5 stars,12828,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",052542976X,052542976X,"https://images-na.ssl-images-amazon.com/images/I/51NTZmoYjwL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/052542976X,,,,,,,,,,,,,,,,,,,,,,,
468,The Guardians: A Novel,John Grisham,4.5 out of 5 stars,30098,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]",0593400356,0593400356,"https://images-na.ssl-images-amazon.com/images/I/61lWGYLpMuL._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://www.amazon.com/dp/0593400356,,,,,,,,,,,,,,,,,,,,,,,
469,Untamed (Random House Large Print),Glennon Doyle,4.6 out of 5 stars,56480,"[""Books"",""Christian Books & Bibles"",""Christian Living""]",059340047X,059340047X,"https://images-na.ssl-images-amazon.com/images/I/51mZRHCoP1L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/059340047X,,,,,,,,,,,,,,,,,,,,,,,
470,Giraffes Can't Dance,Giles AndreaeGuy Parker-Rees,4.8 out of 5 stars,27188,"[""Books"",""Children's Books"",""Arts, Music & Photography""]",0545392551,0545392551,"https://images-na.ssl-images-amazon.com/images/I/51e0cJkzC0L._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0545392551,,,,,,,,,,,,,,,,,,,,,,,
471,Bad Blood: Secrets and Lies in a Silicon Valley Startup,John Carreyrou,4.7 out of 5 stars,11868,"[""Books"",""Business & Money"",""Finance""]",0525431993,0525431993,"https://images-na.ssl-images-amazon.com/images/I/41CAIjGThLL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0525431993,,,,,,,,,,,,,,,,,,,,,,,
472,Greenlights,Matthew McConaughey,4.7 out of 5 stars,48136,"[""Books"",""Biographies & Memoirs"",""Arts & Literature""]",0593416953,0593416953,"https://images-na.ssl-images-amazon.com/images/I/51FJfI6xHoL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0593416953,,,,,,,,,,,,,,,,,,,,,,,
473,"Oh, the Places You'll Go!",Dr. Seuss,4.9 out of 5 stars,33603,"[""Books"",""Children's Books"",""Classics""]",0679805273,9.78068E+12,"https://images-na.ssl-images-amazon.com/images/I/51x8pmqjY0L._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0679805273,,,,,,,,,,,,,,,,,,,,,,,
474,Squeeze Me: A novel,Carl Hiaasen,4.4 out of 5 stars,16387,"[""Books"",""Literature & Fiction"",""Humor & Satire""]",052543528X,052543528X,"https://images-na.ssl-images-amazon.com/images/I/51rbYcR-5pL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/052543528X,,,,,,,,,,,,,,,,,,,,,,,
475,"We're Different, We're the Same (Sesame Street) (Pictureback(R))",Joe Mathieu,4.9 out of 5 stars,10132,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]",0679832270,0679832270,"https://images-na.ssl-images-amazon.com/images/I/61-8IllhPlL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0679832270,,,,,,,,,,,,,,,,,,,,,,,
476,The Beekeeper of Aleppo: A Novel,Christy Lefteri,4.4 out of 5 stars,19169,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",0593128176,0593128176,"https://images-na.ssl-images-amazon.com/images/I/51wcMnPFh9L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0593128176,,,,,,,,,,,,,,,,,,,,,,,
477,Dog Man: From the Creator of Captain Underpants (Dog Man #1),Dav Pilkey,4.8 out of 5 stars,14570,"[""Books"",""Children's Books"",""Comics & Graphic Novels""]",0545581605,0545581605,"https://images-na.ssl-images-amazon.com/images/I/414is+c1gpL._SY344_BO1,204,203,200_.jpg",https://www.amazon.com/dp/0545581605,,,,,,,,,,,,,,,,,,,,,,,
478,Looking For Alaska,John Green,4.6 out of 5 stars,13463,"[""Books"",""Teen & Young Adult"",""Literature & Fiction""]",0525475060,0525475060,"https://images-na.ssl-images-amazon.com/images/I/41T7uDQmo4L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0525475060,,,,,,,,,,,,,,,,,,,,,,,
479,Catching Fire |Hunger Games|2,Suzanne Collins,4.7 out of 5 stars,28969,"[""Books"",""Teen & Young Adult"",""Literature & Fiction""]",0545586178,0545586178,"https://images-na.ssl-images-amazon.com/images/I/51dpy3PTIXL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://www.amazon.com/dp/0545586178,,,,,,,,,,,,,,,,,,,,,,,
480,Dune (Movie Tie-In),Frank Herbert,4.7 out of 5 stars,43289,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",0593438361,0593438361,"https://images-na.ssl-images-amazon.com/images/I/414rKYXtSXL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0593438361,,,,,,,,,,,,,,,,,,,,,,,
481,The Fault in Our Stars,John Green,4.7 out of 5 stars,57358,"[""Books"",""Teen & Young Adult"",""Literature & Fiction""]",0525478817,9.78053E+12,"https://images-na.ssl-images-amazon.com/images/I/51BYcXvTimL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0525478817,,,,,,,,,,,,,,,,,,,,,,,
482,The Guardians: A Novel,John Grisham,4.5 out of 5 stars,30098,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]",0593129989,0593129989,"https://images-na.ssl-images-amazon.com/images/I/51Qawma42nL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0593129989,,,,,,,,,,,,,,,,,,,,,,,
483,The Lincoln Highway: A Novel,Amor Towles,4.5 out of 5 stars,14056,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",0593452097,0593452097,"https://images-na.ssl-images-amazon.com/images/I/51-oQW2o2+L._SX258_BO1,204,203,200_.jpg",https://www.amazon.com/dp/0593452097,,,,,,,,,,,,,,,,,,,,,,,
484,Better Off Dead: A Jack Reacher Novel,Lee Child,4.1 out of 5 stars,17655,"[""Books"",""Literature & Fiction"",""Action & Adventure""]",0593452739,0593452739,"https://images-na.ssl-images-amazon.com/images/I/51N76XHEePL._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://www.amazon.com/dp/0593452739,,,,,,,,,,,,,,,,,,,,,,,
485,The Gifts of Imperfection: 10th Anniversary Edition: Features a new foreword and brand-new tools,Brené Brown,4.7 out of 5 stars,25019,"[""Books"",""Health, Fitness & Dieting"",""Psychology & Counseling""]",0593133587,0593133587,"https://images-na.ssl-images-amazon.com/images/I/41nfqZ1BsSL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0593133587,,,,,,,,,,,,,,,,,,,,,,,
486,Sooley: A Novel,John Grisham,4.5 out of 5 stars,28404,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",0593459288,0593459288,"https://images-na.ssl-images-amazon.com/images/I/41ZV82m2b6L._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0593459288,,,,,,,,,,,,,,,,,,,,,,,
487,Sooley: A Novel (Random House Large Print),John Grisham,4.5 out of 5 stars,28404,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",0593459318,0593459318,"https://images-na.ssl-images-amazon.com/images/I/41WOGaeKsmL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0593459318,,,,,,,,,,,,,,,,,,,,,,,
488,Project Hail Mary: A Novel,Andy Weir,4.7 out of 5 stars,45207,"[""Books"",""Literature & Fiction"",""Action & Adventure""]",0593135202,0593135202,"https://images-na.ssl-images-amazon.com/images/I/51T7PRuzilL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0593135202,,,,,,,,,,,,,,,,,,,,,,,
489,How to Be an Antiracist,Ibram X. Kendi,4.7 out of 5 stars,23778,"[""Books"",""History"",""Americas""]",0525509283,0525509283,"https://images-na.ssl-images-amazon.com/images/I/51FXGegFoSL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/0525509283,,,,,,,,,,,,,,,,,,,,,,,
